feature_cohort_definition_id,window_id,cohort_id,total_count,feature_count,mean,sd,window_start,window_end,window_type,feature_name,covariate_id,covariate_name,analysis_id,database_id
120,2,132002002,334,16,0.04790419161676647,0.21388395252459394,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,132002031,151,8,0.052980132450331126,0.22473924060856768,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133000081,461,12,0.026030368763557483,0.15939856782154402,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,132000021,213,9,0.04225352112676056,0.2016408902762808,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,132001002,267,11,0.04119850187265917,0.19912228909086188,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133,559,16,0.028622540250447227,0.16689253166464701,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,132001032,222,8,0.036036036036036036,0.18680102550552888,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,3,133001042,453,-5,0.002207505518763797,0.046984098573493956,0,0,start,Prevalent Asthma without COPD,120003,Cohort during day 0 through 0 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,132001012,222,8,0.036036036036036036,0.18680102550552888,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,133000121,277,11,0.039711191335740074,0.19563327951925674,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,133001042,453,10,0.02207505518763797,0.14709013436866553,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133001052,527,13,0.024667931688804556,0.15525838201655448,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,4,133001042,453,-5,0.002207505518763797,0.046984098573493956,0,30,start,Prevalent Asthma without COPD,120004,Cohort during day 0 through 30 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133001042,453,10,0.02207505518763797,0.14709013436866553,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,132001002,267,11,0.04119850187265917,0.19912228909086188,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,3,133002062,548,-5,0.0018248175182481751,0.04271788288583805,0,0,start,Prevalent Asthma without COPD,120003,Cohort during day 0 through 0 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,4,133000021,397,-5,0.0025188916876574307,0.05018856132284956,0,30,start,Prevalent Asthma without COPD,120004,Cohort during day 0 through 30 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,132001042,270,10,0.037037037037037035,0.1892032760394245,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,133001092,553,15,0.027124773960216998,0.16259405522515058,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,4,133001012,405,-5,0.0024691358024691358,0.049690399499995326,0,30,start,Prevalent Asthma without COPD,120004,Cohort during day 0 through 30 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,132000031,207,11,0.05314009661835749,0.22485657712786727,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133001172,551,16,0.029038112522686024,0.16806595133857435,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133001082,530,14,0.026415094339622643,0.16051776267653114,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,3,133000051,552,-5,0.0018115942028985507,0.04256282653793743,0,0,start,Prevalent Asthma without COPD,120003,Cohort during day 0 through 0 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133001092,553,15,0.027124773960216998,0.16259405522515058,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,132000121,246,11,0.044715447154471545,0.20709979928153552,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,4,133001092,553,-5,0.0018083182640144665,0.04252432555625623,0,30,start,Prevalent Asthma without COPD,120004,Cohort during day 0 through 30 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,132001022,222,8,0.036036036036036036,0.18680102550552888,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,4,133001182,510,-5,0.00196078431372549,0.04428074427700476,0,30,start,Prevalent Asthma without COPD,120004,Cohort during day 0 through 30 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,4,133002042,404,-5,0.0024752475247524753,0.04975185951049946,0,30,start,Prevalent Asthma without COPD,120004,Cohort during day 0 through 30 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,132000011,159,7,0.0440251572327044,0.20579921238625826,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,133000031,314,11,0.03503184713375796,0.1841537911388913,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133000021,397,9,0.022670025188916875,0.14903705875408998,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133002062,548,16,0.029197080291970802,0.16851240042105053,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,133002062,548,16,0.029197080291970802,0.16851240042105053,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133001182,510,15,0.029411764705882353,0.16912361372056034,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133000031,314,11,0.03503184713375796,0.1841537911388913,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,4,133000031,314,-5,0.0031847133757961785,0.05643326479831003,0,30,start,Prevalent Asthma without COPD,120004,Cohort during day 0 through 30 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,132,372,16,0.043010752688172046,0.20315455561954232,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,132001021,150,8,0.05333333333333334,0.2254500842585117,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133002041,155,8,0.05161290322580645,0.22196139792785585,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,132001011,150,8,0.05333333333333334,0.2254500842585117,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,132001011,150,8,0.05333333333333334,0.2254500842585117,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,3,133001182,510,-5,0.00196078431372549,0.04428074427700476,0,0,start,Prevalent Asthma without COPD,120003,Cohort during day 0 through 0 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,3,133001012,405,-5,0.0024691358024691358,0.049690399499995326,0,0,start,Prevalent Asthma without COPD,120003,Cohort during day 0 through 0 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133001012,405,8,0.019753086419753086,0.13932275468094246,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,132000041,165,5,0.030303030303030304,0.17194165290282745,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,132001021,150,8,0.05333333333333334,0.2254500842585117,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,3,133001172,551,-5,0.0018148820326678765,0.0426014322842305,0,0,start,Prevalent Asthma without COPD,120003,Cohort during day 0 through 0 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,133001082,530,14,0.026415094339622643,0.16051776267653114,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,132002002,334,16,0.04790419161676647,0.21388395252459394,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,3,133002032,403,-5,0.0024813895781637717,0.04981354813867179,0,0,start,Prevalent Asthma without COPD,120003,Cohort during day 0 through 0 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133000041,245,5,0.02040816326530612,0.1416813439087042,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,132000121,246,11,0.044715447154471545,0.20709979928153552,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,132002042,222,8,0.036036036036036036,0.18680102550552888,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133002032,403,8,0.019851116625310174,0.1396619146919328,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,3,133,559,-5,0.0017889087656529517,0.042295493443781355,0,0,start,Prevalent Asthma without COPD,120003,Cohort during day 0 through 0 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,133001182,510,15,0.029411764705882353,0.16912361372056034,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,132002041,150,8,0.05333333333333334,0.2254500842585117,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,4,133001052,527,-5,0.0018975332068311196,0.04356068418690321,0,30,start,Prevalent Asthma without COPD,120004,Cohort during day 0 through 30 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,132002041,150,8,0.05333333333333334,0.2254500842585117,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,133001172,551,16,0.029038112522686024,0.16806595133857435,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,133002002,503,16,0.03180914512922465,0.1756663674845131,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133001011,154,8,0.05194805194805195,0.22264622990068964,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,132000031,207,11,0.05314009661835749,0.22485657712786727,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,133001012,405,8,0.019753086419753086,0.13932275468094246,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,132002042,222,8,0.036036036036036036,0.18680102550552888,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,3,133000031,314,-5,0.0031847133757961785,0.05643326479831003,0,0,start,Prevalent Asthma without COPD,120003,Cohort during day 0 through 0 days start the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,132000041,165,5,0.030303030303030304,0.17194165290282745,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,133001011,154,8,0.05194805194805195,0.22264622990068964,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,2,133002042,404,8,0.019801980198019802,0.1394920256035706,-30,-1,overlap,Prevalent Asthma without COPD,120002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
120,1,133002042,404,8,0.019801980198019802,0.1394920256035706,-365,-1,overlap,Prevalent Asthma without COPD,120001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma without COPD,10000,PREMIER
121,3,133002002,503,-5,0.0019880715705765406,0.04458779620677098,0,0,start,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121003,Cohort during day 0 through 0 days start the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,3,133002032,403,-5,0.004962779156327543,0.07035932016830204,0,0,start,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121003,Cohort during day 0 through 0 days start the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,132002041,150,11,0.07333333333333333,0.2615561758200706,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,3,133000031,314,-5,0.0031847133757961785,0.05643326479831003,0,0,start,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121003,Cohort during day 0 through 0 days start the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,3,133001251,197,-5,0.005076142131979695,0.07124704998790965,0,0,start,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121003,Cohort during day 0 through 0 days start the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,133001172,551,22,0.039927404718693285,0.1959665885074603,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,3,133000041,245,-5,0.004081632653061225,0.06388765649999399,0,0,start,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121003,Cohort during day 0 through 0 days start the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,133001172,551,22,0.039927404718693285,0.1959665885074603,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,132001021,150,11,0.07333333333333333,0.2615561758200706,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,132002041,150,11,0.07333333333333333,0.2615561758200706,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,133002032,403,12,0.02977667493796526,0.1701819329434216,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,4,133001092,553,-5,0.003616636528028933,0.060083979980197426,0,30,start,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121004,Cohort during day 0 through 30 days start the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,133002041,155,12,0.07741935483870968,0.26812198888129074,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,132001182,324,21,0.06481481481481481,0.24657962930439184,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,132,372,23,0.06182795698924731,0.24116718088379582,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,132001042,270,14,0.05185185185185185,0.22213959636986896,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,132,372,23,0.06182795698924731,0.24116718088379582,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,132001002,267,17,0.06367041198501873,0.24462341009779653,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,4,133000031,314,-5,0.0031847133757961785,0.05643326479831003,0,30,start,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121004,Cohort during day 0 through 30 days start the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,133001082,530,22,0.04150943396226415,0.19965372884577698,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,132001182,324,21,0.06481481481481481,0.24657962930439184,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,132001031,150,11,0.07333333333333333,0.2615561758200706,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,133002041,155,12,0.07741935483870968,0.26812198888129074,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,132000121,246,17,0.06910569105691057,0.2541508731734491,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,3,133000021,397,-5,0.0025188916876574307,0.05018856132284956,0,0,start,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121003,Cohort during day 0 through 0 days start the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,132001021,150,11,0.07333333333333333,0.2615561758200706,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,4,133000021,397,-5,0.0025188916876574307,0.05018856132284956,0,30,start,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121004,Cohort during day 0 through 30 days start the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,133002042,404,12,0.0297029702970297,0.1699771138910723,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,133000031,314,14,0.044585987261146494,0.20672245425630625,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,132000041,165,9,0.05454545454545454,0.22778213420983762,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,4,133002042,404,-5,0.0049504950495049506,0.07027240527178757,0,30,start,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121004,Cohort during day 0 through 30 days start the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,133000041,245,10,0.04081632653061224,0.19826952940310572,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,4,133001251,197,-5,0.005076142131979695,0.07124704998790965,0,30,start,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121004,Cohort during day 0 through 30 days start the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,132002032,221,12,0.05429864253393665,0.22712047553498962,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,133001012,405,12,0.02962962962962963,0.1697730316870993,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,3,133001022,404,-5,0.0049504950495049506,0.07027240527178757,0,0,start,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121003,Cohort during day 0 through 0 days start the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,132002002,334,21,0.06287425149700598,0.2431008436346211,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,133000081,461,13,0.028199566160520606,0.16572243452278632,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,3,133,559,-5,0.0035778175313059034,0.05976123887546846,0,0,start,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121003,Cohort during day 0 through 0 days start the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,133000081,461,13,0.028199566160520606,0.16572243452278632,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,133002062,548,22,0.040145985401459854,0.19648086891239608,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,4,133001172,551,-5,0.0018148820326678765,0.0426014322842305,0,30,start,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121004,Cohort during day 0 through 30 days start the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,132000021,213,9,0.04225352112676056,0.2016408902762808,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,4,133,559,-5,0.0035778175313059034,0.05976123887546846,0,30,start,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121004,Cohort during day 0 through 30 days start the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,133000041,245,10,0.04081632653061224,0.19826952940310572,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,132001011,150,11,0.07333333333333333,0.2615561758200706,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,132001022,222,12,0.05405405405405406,0.22663534758582007,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,132000011,159,14,0.0880503144654088,0.2842633784688208,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,133001202,542,8,0.014760147601476014,0.12070280039989724,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,132000051,368,22,0.059782608695652176,0.23740641413678182,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,2,132000041,165,9,0.05454545454545454,0.22778213420983762,-30,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121002,Cohort during day -30 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
121,1,133,559,24,0.04293381037567084,0.2028894703727702,-365,-1,overlap,Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),121001,Cohort during day -365 through -1 days overlap the index: Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),10000,PREMIER
