"","conceptId","attributeName","ratio"
"1001",437,"No Charge",0
"1002",236,"Public Database of Medications (Social-Sante)",0
"1003",957,NA,0
"1004",197,NA,0
"1005",135,NA,0
"1006",6128,NA,0
"1007",493,NA,0
"1008",999,NA,0
"1009",1064,NA,0
"1010",665,NA,0
"1011",1536,NA,0
"1012",482,NA,0
"1013",12138,"Other superficial bite of right shoulder",0
"1014",227,"Is standard Brand Name of (OMOP)",0
"1015",4928,NA,0
"1016",500,NA,0
"1017",73,NA,0
"1018",103,NA,0
"1019",2646,NA,0
"1020",1252,NA,0
"1021",1236,NA,0
"1022",875,NA,0
"1023",239,"Community Register of Medicinal Products for Human Use (European Commission)",0
"1024",121,NA,0
"1025",420,"Medicare supplemental policy (as second payer)",0
"1026",1651,NA,0
"1027",561,NA,0
"1028",12675,"Partial traumatic amputation at level between right shoulder and elbow",0
"1029",1184,NA,0
"1030",196,NA,0
"1031",291,"Medicaid Health Management Organization (HMO)",0
"1032",15,"Route",0.5
"1033",2376,NA,0
"1034",1361,NA,0
"1035",767,NA,0
"1036",2100,NA,0
"1037",61,NA,0
"1038",244,"Supplier: Manufacturer, Wholesaler",0
"1039",2240,NA,0
"1040",1088,NA,0
"1041",1124,NA,0
"1042",468,NA,0
"1043",697,NA,0
"1044",3123,NA,0
"1045",721,NA,0
"1046",1725,NA,0
"1047",7267,NA,0
"1048",251,NA,0
"1049",1100,NA,0
"1050",6069,NA,0
"1051",705,NA,0
"1052",2112,NA,0
"1053",3636,NA,0
"1054",104,NA,0.1
"1055",960,NA,0
"1056",171,NA,0
"1057",604,NA,0
"1058",347,"Worker's Compensation Health Management Organization (HMO)",0
"1059",179,NA,0
"1060",636,NA,0
"1061",6358,NA,0
"1062",321,"Federal, State, Local not specified - Point of Service (POS)",0
"1063",105,NA,0
"1064",2487,NA,0
"1065",3718,NA,0
"1066",1746,NA,0
"1067",467,NA,0
"1068",776,NA,0
"1069",327,"Private Health Insurance",0
"1070",3332,NA,0
"1071",3348,NA,0
"1072",692,NA,0
"1073",14,"Drug type",0.6
"1074",109,NA,0
"1075",2493,NA,0
"1076",20519,"Driver of bus injured in collision with other nonmotor vehicle in traffic accident",0
"1077",1566,NA,0
"1078",133,NA,0
"1079",724,NA,0
"1080",1134,NA,0
"1081",1323,NA,0
"1082",372,"Medicaid Long Term Care",0
"1083",339,"Blue Cross Self-insured (ERISA) - Administrative Services Only (ASO)",0
"1084",600,NA,0
"1085",772,NA,0
"1086",603,NA,0
"1087",808,NA,0
"1088",2484,NA,0
"1089",301,"DoD other",0
"1090",7,"Metadata",1.4
"1091",1600,NA,0
"1092",254,"EHR Record immediate cause of death",0
"1093",377,"DoD TRICARE Reserve Select",0
"1094",1360,NA,0
"1095",1875,NA,0
"1096",159,NA,0
"1097",7514,NA,0
"1098",432,"Blue Cross Indemnity - Dental",0
"1099",9300,"fluid dram (British)",0
"1100",619,NA,0
"1101",20,"Condition type",0.9
"1102",1341,NA,0
"1103",319,"Federal, State, Local not specified - Health Management Organization (HMO)",0
"1104",1,"Domain",34.2
"1105",76,NA,0.1
"1106",25392,NA,0
"1107",517,NA,0
"1108",2384,NA,0
"1109",7920,NA,0
"1110",1392,NA,0
"1111",129,NA,0
"1112",203,"Clinical Drug Box",0
"1113",9144,NA,0
"1114",3468,NA,0
"1115",346,"HRSA Migrant Health Program",0
"1116",71,NA,0
"1117",267,"Catastrophic Health Plan with <60% actuarial plan value",0
"1118",68,NA,0.1
"1119",11271,"Other incomplete lesion at T1 level of thoracic spinal cord",0
"1120",1002,NA,0
"1121",773,NA,0
"1122",1491,NA,0
"1123",146,NA,0
"1124",80,NA,0.2
"1125",2192,NA,0
"1126",1208,NA,0
"1127",162,NA,0
"1128",4205,NA,0
"1129",738,NA,0
"1130",2500,NA,0
"1131",582,NA,0
"1132",1676,NA,0
"1133",1610,NA,0
"1134",7550,NA,0
"1135",330,"Commercial Managed Care - Preferred Provider Organization (PPO)",0
"1136",1386,NA,0
"1137",29767,NA,0
"1138",237,"Medicinal Products Information System (DIMDI)",0
"1139",1892,NA,0
"1140",262,"Emergency Room and Inpatient Visit",0
"1141",323,"Other Federal Program",0
"1142",16337,"Subluxation of interphalangeal joint of right lesser toe(s)",0
"1143",348,"Worker's Comp Fee-for-Service (FFS)",0
"1144",504,NA,0
"1145",29478,NA,0
"1146",1504,NA,0
"1147",399,"Indian Tribe - Sponsored Coverage",0
"1148",112,NA,0.1
"1149",560,NA,0
"1150",3475,NA,0
"1151",1042,NA,0
"1152",268,"Broad Benefit (Medical, Drug, Dental, Vision) plan",0
"1153",2016,NA,0
"1154",1404,NA,0
"1155",124,NA,0
"1156",452,"Other specified but not otherwise classifiable (includes Hospice - Unspecified plan)",0
"1157",798,NA,0
"1158",5418,NA,0
"1159",200,"Quantified Branded Drug Box",0.1
"1160",2268,NA,0
"1161",601,NA,0
"1162",82,NA,0
"1163",324547,NA,0
"1164",5931,NA,0
"1165",2197,NA,0
"1166",990,NA,0
"1167",2000,NA,0
"1168",202,"Branded Drug Box",0
"1169",10115,"Polyhydramnios, unspecified trimester",0
"1170",79,NA,0
"1171",1425,NA,0
"1172",100510,NA,0
"1173",1390,NA,0
"1174",3620,NA,0
"1175",2144,NA,0
"1176",1176,NA,0
"1177",12152,"Superficial foreign body of unspecified upper arm",0
"1178",198,NA,0
"1179",17,"Device",0.4
"1180",212,NA,0
"1181",28,"Observation type",0.5
"1182",1116,NA,0
"1183",1089,NA,0
"1184",404,"Local Government FFS/Indemnity not otherwise specified (other local, county)",0
"1185",1656,NA,0
"1186",7776,NA,0
"1187",2208,NA,0
"1188",720,NA,0
"1189",1280,NA,0
"1190",2358,NA,0
"1191",1068,NA,0
"1192",2142,NA,0
"1193",1000,NA,0
"1194",616,NA,0
"1195",83,NA,0
"1196",63,NA,0.2
"1197",2875,NA,0
"1198",516,NA,0
"1199",395,"VA Other Non-Veteran Care",0
"1200",542,NA,0
"1201",666,NA,0
"1202",216,NA,0.1
"1203",295,"Other Government Federal/State/Local, excluding Department of Corrections",0
"1204",882,NA,0
"1205",213,NA,0
"1206",5328,NA,0
"1207",274,"Self-insured group health plan",0
"1208",37044,NA,0
"1209",163,NA,0
"1210",1904,NA,0
"1211",801,NA,0
"1212",10933,"Major laceration of left vertebral artery",0
"1213",29189,NA,0
"1214",1302,NA,0
"1215",223,"Is available in a prepackaged box (OMOP)",0
"1216",4080,NA,0
"1217",352,"Death of covered employee",0
"1218",2416,NA,0
"1219",362,"Medicare Managed Care Other",0
"1220",1512,NA,0
"1221",221,"Has brand name (OMOP)",0
"1222",752,NA,0
"1223",688,NA,0
"1224",3888,NA,0
"1225",594,NA,0
"1226",460,NA,0
"1227",2048,NA,0
"1228",499,NA,0
"1229",265,"Gold Health Plan with 80% actuarial plan value",0
"1230",111,NA,0
"1231",1530,NA,0
"1232",1093,NA,0
"1233",16,"Unit",1.9
"1234",62,NA,0
"1235",993,NA,0
"1236",568,NA,0
"1237",2340,NA,0
"1238",2256,NA,0
"1239",805,NA,0
"1240",5500,NA,0
"1241",19208,"Asphyxiation due to being trapped in other low oxygen environment",0
"1242",1450,NA,0
"1243",2637,NA,0
"1244",183,NA,0
"1245",12740,"Superficial foreign body of right elbow",0
"1246",100,NA,0.1
"1247",2997,NA,0
"1248",1223,NA,0
"1249",925,NA,0
"1250",1225,NA,0
"1251",150,NA,0
"1252",3225,NA,0
"1253",656,NA,0
"1254",15317,"Displaced longitudinal fracture of unspecified patella",0
"1255",2304,NA,0
"1256",5264,NA,0
"1257",5000,"Encrypted Gemscript for the THIN database",0
"1258",3504,NA,0
"1259",429,"Blue Cross Managed Care",0
"1260",835,NA,0
"1261",25,NA,0.4
"1262",141,NA,0
"1263",122,NA,0
"1264",2664,NA,0
"1265",648,NA,0
"1266",1026,NA,0
"1267",434,"Other Managed Care",0
"1268",995,NA,0
"1269",211,NA,0
"1270",11675,"Other fracture of fifth lumbar vertebra",0
"1271",1014,NA,0
"1272",1125,NA,0
"1273",928,NA,0
"1274",536,NA,0
"1275",465,NA,0
"1276",520,NA,0
"1277",64,NA,0.3
"1278",1421,NA,0
"1279",4788,NA,0
"1280",55,"Provider",0
"1281",4617,NA,0
"1282",148,NA,0
"1283",2850,NA,0
"1284",828,NA,0
